N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO _PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO;;;;;;;;;
1721;PE;13196;PNSU;12190;2030538;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE HUIMBAYOC;GOBIERNO REGIONAL SAN MARTIN;SAN MARTIN;SAN MARTIN;HUIMBAYOC;2557;4072124.32;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1722;PE;13197;PNSU;2455143;2455143;CREACION DEL SISTEMA DE DRENAJE PLUVIAL EN LOS JIRONES SANCHEZ CERRO C-7, ULISES REATEGUI C-1 Y C-7, PRLG. ULISES REATEGUI C-1, JUAN FLORES C-3 A LA C-6, UCAYALI C-5 A LA -7, PARAISO C-1Y C-2, HUIMBAYOC C-1, PROGRESO C-4, BUENOS AIRES C-1, C-3 Y C-4, BENAVIDES C-3 A LA C-5, ARNALDO YALTA C-1 A LA C-3, AGUIRRE C-2, PSJ LA POSTA MEDICA HUIMBAYOC DEL DISTRITO DE HUIMBAYOC - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN;MUNICIPALIDAD DISTRITAL DE HUIMBAYOC;SAN MARTIN;SAN MARTIN;HUIMBAYOC;11117;11768462.55;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1723;PE;13198;PNSU;363077;2326554;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION FINAL DE EXCRETAS DE LA LOCALIDAD DE JUAN GUERRA, DISTRITO DE JUAN GUERRA - SAN MARTIN - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE JUAN GUERRA;SAN MARTIN;SAN MARTIN;JUAN GUERRA;3224;13013765.74;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1724;PE;13199;PNSU;2397027;2397027;"MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL DE LOS JIRONES AREQUIPA CUADRAS 4, 5, 6, 7, 8; JIRÓN DOS DE MAYO CUADRAS 4, 5, 6, 7, 8; JIRÓN FRANCISCO BOLOGNESI CUADRAS 2, 3, 4, 5; JIRÓN LAS MERCEDES CUADRA 3; JIRÓN SUCRE CUADRAS 1 Y 2; JIRÓN JOSÉ OLAYA CUADRAS 1 Y 2; JIRÓN PROGRESO CUADRA 2 Y PASAJE JUAN DEL ÁGUILA CUADRA 1, CENTRO POBLADO DE JUAN GUERRA - DISTRITO DE JUAN GUERRA - PROVINCIA DE SAN MARTIN - REGIÓN SAN MARTIN";MUNICIPALIDAD DISTRITAL DE JUAN GUERRA;SAN MARTIN;SAN MARTIN;JUAN GUERRA;3618;5220080.6;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1725;PE;13200;PNSU;2501199;2501199;"MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL DEL JR. INDEPENDENCIA CD.09 – CD.14; JR. 2 DE MAYO C13 – C15; JR. AREQUIPA CD.13 Y CD.14; JR. SARGENTO TEJADA CD.09; JR. SIMÓN BOLÍVAR CD.02 – CD.05; JR. 2 CD.01 Y CD.02; JR. ATAHUALPA CD.01 – CD.03; JR. AYACUCHO CD.01; JR. LEONCIO PRADO CD.01–CD.05; JR. SAN MARTIN CD.01 – CD.04 EN EL “SECTOR D” JUAN GUERRA DEL DISTRITO DE JUAN GUERRA - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN";MUNICIPALIDAD DISTRITAL DE JUAN GUERRA;SAN MARTIN;SAN MARTIN;JUAN GUERRA;3383;9396670.38;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1726;PE;13201;PNSU;142851;2163323;"AMPLIACIÓN DE REDES Y CONEXIONES DOMICILIARIAS DE ALCANTARILLADO AAVV PARAÍSO, VISTA HERMOSA, LAS FLORES, VENECIA, LA FLORIDA Y LAS PRADERAS; Y MEJORAMIENTO DE COLECTORES PRINCIPALES JRS. LOS BOSQUES Y ACCESO A IE. VIRGEN DOLOROSA - BANDA DE SHILCAYO";MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;4736;7210701.63;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1727;PE;13202;PNSU;165386;2135178;CONSTRUCCIÓN DE CAPTACIÓN, MEJORAMIENTO DE LÍNEA DE CONDUCCIÓN Y PRE-TRATAMIENTO DEL SISTEMA DE AGUA POTABLE AHUASHIYACU - BANDA DE SHILCAYO;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;43384;3412833.61;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1728;PE;13203;PNSU;2470543;2470543;CREACION DEL SISTEMA DE DRENAJE URBANO DE LAS ASOCIACIONES DE VIVIENDA VISTA HERMOSA, LAS FLORES, VENECIA Y LA FLORIDA DEL DISTRITO DE LA BANDA DE SHILCAYO - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN;MUNICIPALIDAD DISTRITAL DE LA BANDA DE SHILCAYO;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;2067;10880696.59;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1729;PE;13204;PNSU;2483010;2483010;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN 13 AA. VV DEL DISTRITO DE LA BANDA DE SHILCAYO - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN;MUNICIPALIDAD DISTRITAL DE LA BANDA DE SHILCAYO;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;8731;58154988.53;Transferencia;Indirecta;OBRA;En Ejecución;;;;;;;;;
1730;PE;13205;PNSU;234540;2224650;MEJORAMIENTO DEL SERVICIO DE DRENAJE PLUVIAL DESDE EL  JR. CMDT. CHIRINOS HASTA EL JR. MALECON CUMBAZA(QUEBRADA AMORARCA) , DISTRITO DE MORALES - SAN MARTIN - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE MORALES;SAN MARTIN;SAN MARTIN;MORALES;4575;16671685.46;Transferencia;Indirecta;OBRA (SALDO);Concluido;;;;;;;;;
1731;PE;13206;PNSU;359743;2322829;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DE LOS JIRONES LOS ANDES C.01 - C.09, MALECÓN CUMBAZA, MANCO CAPAC C.01 - C.06 Y OSCAR R. BENAVIDES C.01 - C.05, EN LA LOCALIDAD DE MORALES, DISTRITO DE MORALES - SAN MARTIN - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE MORALES;SAN MARTIN;SAN MARTIN;MORALES;2035;7862102.94;Transferencia;Indirecta;OBRA (SALDO);Concluido;;;;;;;;;
1732;PE;13207;PNSU;78915;2072078;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DE PAPAPLAYA, DISTRITO DE PAPAPLAYA - SAN MARTIN - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE PAPAPLAYA;SAN MARTIN;SAN MARTIN;PAPAPLAYA;2600;3218491;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1733;PE;13208;PNSU;2402140;2402140;MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL EN LA CALLE LORETO C-04 Y C-06, CALLE PROSPERO C-05, C-06 Y C-07, CALLE ALFONSO UGARTE C-05 Y C-06, CALLE SACHACHORRO C-04, CALLE COMERCIO C-01, CALLE MIRAFLORES C-02 Y C-03, CALLE HUALLAGA C-01 Y C-03, CALLE PROGRESO C-01 Y C-05, CALLE LIBERTAD C-01 Y C-04, EN EL DISTRITO DE SAN ANTONIO - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;SAN MARTIN;SAN MARTIN;SAN ANTONIO;1550;10012814.37;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1734;PE;13209;PNSU;11282;2021730;MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO EN LAS LOCALIDADES DE SAUCE Y 8 DE JULIO.;GOBIERNO REGIONAL SAN MARTIN;SAN MARTIN;SAN MARTIN;SAUCE;7036;5895602.31;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1735;PE;13210;PNSU;76235;2149309;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DE LAS LOCALIDADES DE SAUCE Y 8 DE JULIO;LA MUNICIPALIDAD DISTRITAL DE SAUCE;SAN MARTIN;SAN MARTIN;SAUCE;7088;6589555;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1736;PE;13211;PNSU;14122;2059603;MEJORAMIENTO DEL SISTEMA AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD DE SHAPAJA;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;SHAPAJA;3269;2336604;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1737;PE;13212;PNSU;173959;2148464;AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL SECTOR NORESTE CIUDAD DE TARAPOTO - SAN MARTÍN - SAN MARTÍN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;TARAPOTO;3738;7630049.78;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1738;PE;13213;PNSU;12759;2022696;MEJORAMIENTO DEL SISTEMA Y OPTIMIZACION DEL SERVICIO DE AGUA POTABLE DE LA LOCALIDAD DE LA BANDA DE SHILCAYO Y BARRIO HUAYCO DE TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;32990;5941283;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1739;PE;13214;PNSU;141934;2163322;MEJORAMIENTO DE REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO JR. LEONCIO PRADO C - 01 A 18 - TARAPOTO;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;TARAPOTO;1702;2117603.94;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1740;PE;13215;PNSU;12339;2030539;INSTALACION DE LAS REDES DE ALCANTARILLADO DEL SECTOR BARRIO YUMBITE;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;4831;1491913;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1741;PE;13216;PNSU;48675;2054976;AMPLIACION Y MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DE LA AV. CIRCUNVALACION C-1 A 26 Y JR. PARAISO C-1 A 4 - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;1800;2470376;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1742;PE;13217;PNSU;80015;2088917;INSTALACION DE REDES Y CONEXIONES DOMICILIARIAS DE ALCANTARILLADO EN ASOCIACION DE VIVIENDA LAS BRISAS DE TARAPOTILLO - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;1045;295823;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1743;PE;13218;PNSU;75174;2088918;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL JR. SIMON BOLIVAR C-1 A 3 - BANDA DE SHILCAYO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;202;129603;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1744;PE;13219;PNSU;77642;2088915;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL JR. SAN MIGUEL C - 1 A 5 - BANDA DE SHILCAYO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;405;149713;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1745;PE;13220;PNSU;79775;2088914;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL JR. MARTIN DE LA RIVA Y HERRERA C-2 A 5 - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;220;155819.3;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1746;PE;13221;PNSU;81851;2088913;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y AMPLIACION DE LAS REDES Y CONEXIONES DOMICILIARIAS DE ALCANTARILLADO DE JR. TACNA C-5 - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;88;48321;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1747;PE;13222;PNSU;95713;2094533;AMPLIACION Y MEJORAMIENTO DE REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL JR. ALONSO DE ALVARADO C-6, 7, 8 Y 9 - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;496;290901;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1748;PE;13223;PNSU;75127;2094837;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO DEL JR. TAHUANTINSUYO C-3 A 8 - TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO;462;298872;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1749;PE;13224;PNSU;230260;2177590;MEJORAMIENTO DE LAS REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DEL JR. RAMON CASTILLA C-01 A 07, C.P NUEVE DE ABRIL, DISTRITO DE TARAPOTO, PROVINCIA Y REGION SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTÍN;SAN MARTIN;SAN MARTIN;TARAPOTO;887;907982.43;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1750;PE;13225;PNSU;269864;2186699;REHABILITACION DE REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS PRINCIPALES VIAS DE ACCESO AL MERCADO N 03 DEL BARRIO HUAYCO, DISTRITO DE TARAPOTO, PROVINCIA DE SAN MARTIN - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;TARAPOTO;2131;5137854.33;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1751;PE;13226;PNSU;275110;2188095;REHABILITACION DE REDES Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS PRINCIPALES VIAS DE ACCESO A LOS SECTORES LOS JARDINES Y NUEVE DE ABRIL, DISTRITO DE TARAPOTO, PROVINCIA DE SAN MARTIN - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN;SAN MARTIN;SAN MARTIN;TARAPOTO;2855;3863260.71;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1752;PE;13227;PNSU;349219;2312047;MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DE ALCANTARILLADO SANITARIO EN EL JR. MARTINEZ DE COMPAGÑON CUADRAS DEL 07 AL 15, EN EL SECTOR HUAYCO, DISTRITO DE TARAPOTO, PROVINCIA DE SAN MARTIN - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;TARAPOTO;3202;1872767.24;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1753;PE;13228;PNSU;138815;2167709;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE PRODUCCION DE AGUA CACHIYACU Y CONSTRUCCION DE RESERVORIO DE 3250 M3 EN LA SEDE CENTRAL DE EMAPA SAN MARTIN S.A. - TARAPOTO;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;TARAPOTO;80917;36876840.19;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1754;PE;13229;PNSU;2473210;2473210;MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL EN LA PARTE ALTA DEL SECTOR COLECTOR JR. PERÚ DEL DISTRITO DE TARAPOTO - PROVINCIA DE SAN MARTIN - DEPARTAMENTO DE SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;TARAPOTO;2029;18817538.36;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1755;PE;13230;PNSU;361510;2324763;MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DE ALCANTARILLADO SANITARIO EN LAS PRINCIPALES VIAS DE ACCESO AL SECTOR PARTIDO ALTO Y LA HOYADA, DISTRITO DE TARAPOTO - SAN MARTIN - SAN MARTIN;MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO;SAN MARTIN;SAN MARTIN;TARAPOTO;4475;13044012.77;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1756;PE;13231;PNSU;67694;2068034;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO SANTA CRUZ, DISTRITO DE NUEVO PROGRESO - TOCACHE - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO;SAN MARTIN;TOCACHE;NUEVO PROGRESO;1482;2028440;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1757;PE;13232;PNSU;52691;2054308;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DE DESAGUE NUEVO PROGRESO, PROVINCIA DE TOCACHE - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO;SAN MARTIN;TOCACHE;NUEVO PROGRESO;4441;18995599.2;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1758;PE;13233;PNSU;66181;2067569;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO RAMAL DE ASPUZANA, DISTRITO DE NUEVO PROGRESO - TOCACHE - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO;SAN MARTIN;TOCACHE;NUEVO PROGRESO;2041;4114902.61;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1759;PE;13234;PNSU;180750;2135818;AMPLIACION DEL SISTEMA DE AGUA POTABLE DE LA CIUDAD DE NUEVO PROGRESO HACIA EL CENTRO POBLADO DE SANTA CRUZ E INSTALACIÓN DE SU SISTEMA DE ALCANTARILLADO, DISTRITO DE NUEVO PROGRESO - TOCACHE - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO;SAN MARTIN;TOCACHE;NUEVO PROGRESO;1490;3421527.91;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1760;PE;13235;PNSU;67690;2068032;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO MADRE MIA, DISTRITO DE NUEVO PROGRESO - TOCACHE - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO;SAN MARTIN;TOCACHE;NUEVO PROGRESO;950;2611305.65;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1761;PE;13236;PNSU;28508;2030548;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL AA.HH. TUPAC AMARU EN LA CIUDAD DE TOCACHE;MUNICIPALIDAD PROVINCIAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;2600;2166281;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1762;PE;13237;PNSU;49407;2047402;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA CIUDAD DE TOCACHE, PROVINCIA DE TOCACHE - SAN MARTIN  (SALDO DE OBRA);MUNICIPALIDAD PROVINCIAL DE TOCACHE;SAN MARTIN;TOCACHE;TOCACHE;16085;410709415.2;Transferencia;Indirecta;OBRA (SALDO);Paralizada;;;;;;;;;
1763;PE;13238;PNSU;243629;2190770;MEJORAMIENTO DEL SERVICIO DE ALMACENAMIENTO Y REGULACIÓN DE AGUA POTABLE PARA VILLA LOCUMBA, ALTO LOCUMBA Y PIÑAPA, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA;MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE;TACNA;JORGE BASADRE;LOCUMBA;3571;4449624.39;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
1764;PE;13239;PNSU;103698;2087287;REHABILITACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN EL PUEBLO JOVEN ALTO DE LA ALIANZA Y PUEBLO JOVEN SAN MARTIN, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;6750;3129291.82;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1765;PE;13240;PNSU;31191;2029666;MEJORAMIENTO DEL COLECTOR TARATA EN EL DISTRITO DE ALTO DE LA ALIANZA - PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;ALTO DE LA ALIANZA;35190;1048314;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1766;PE;13241;PNSU;170893;2133110;REHABILITACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LAS ASOCIACIONES DE VIVIENDA SEÑOR DE LOS MILAGROS ASOCIACION RAMON COPAJA,Y COOPERATIVA DE VIVIENDA GREGORIO ALBARRACIN DEL SECTOR V,DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;3095;4494826.63;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1767;PE;13242;PNSU;268963;2235177;MEJORAMIENTO DEL SISTEMA DE ALMACENAMIENTO PARA EL SUMINISTRO DE AGUA POTABLE  EN LA JURISDICCION DE ALTO DE LA ALIANZA, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;18665;5973653.38;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1768;PE;13243;PNSU;162946;2156901;RENOVACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL JORGE BASADRE GROHMANN, DEL DISTRITO DE ALTO DE LA ALIANZA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;765;1306234.71;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1769;PE;13244;PNSU;249600;2167713;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LAS ASOCIACIONES DE VIVIENDA SAN JUAN DE DIOS, SAN PEDRO Y SAN PABLO, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;2590;3142499.29;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1770;PE;13245;PNSU;309959;2323515;MEJORAMIENTO DE LOS SERVICIOS DE ALCANTARILLADO Y AGUA POTABLE EN EL PUEBLO JOVEN JOSE DE SAN MARTIN, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;595;732080.78;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1771;PE;13246;PNSU;15516;2030184;REUBICACION Y AMPLIACION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL DISTRITO DE CALANA;MUNICIPALIDAD DISTRITAL DE CALANA;TACNA;TACNA;CALANA;2941;1408929;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1772;PE;13247;PNSU;125675;2096098;AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN EL DISTRITO DE CALANA - TACNA -TACNA;MUNICIPALIDAD DISTRITAL DE CALANA;TACNA;TACNA;CALANA;3662;3118379.81;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1773;PE;13248;PNSU;318550;2274511;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO  EN EL SECTOR URBANO, DISTRITO DE CALANA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CALANA;TACNA;TACNA;CALANA;3385;20246236.72;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1774;PE;13249;PNSU;8590;2059969;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCIÓN DE LA RED DE ALCANTARILLADO DE 11 ASOCIACIONES DE VIVIENDA CONO NORTE TACNA;EPS TACNA S.A.;TACNA;TACNA;CIUDAD NUEVA;5397;9220858;Transferencia;Directa;OBRA;Convenio Resuelto;;;;;;;;;
1775;PE;13250;PNSU;82222;2082651;INSTALACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOC. DE PEQUEÑOS y MEDIANOS INDUSTRIALES FRANCISCO ANTONIO DE ZELA Y ASOC.VIV. TACNA HEROICA,  DISTRITO DE CIUDAD NUEVA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA;TACNA;TACNA;CIUDAD NUEVA;640;992473.28;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
